Item	Frequência	Ranking
silveira	6820	8930
promocionais	6818	8931
terrorista	6817	8932
sucessos	6813	8933
line	6812	8934
entenda	6812	8935
consideravelmente	6810	8936
tempestade	6808	8937
evidências	6807	8938
balnear	6806	8939
deixará	6804	8940
apenso	6802	8941
gasóleo	6802	8942
wireless	6800	8943
saldos	6795	8944
comprado	6794	8945
aconselho	6793	8946
carece	6792	8947
z	6792	8948
luto	6790	8949
pondo	6790	8950
azar	6790	8951
esquemas	6789	8952
fashion	6787	8953
conveniência	6786	8954
prisional	6783	8955
refira-se	6782	8956
farmacêuticos	6782	8957
plásticas	6781	8958
atributos	6780	8959
pontual	6780	8960
prolongada	6780	8961
procurador	6777	8962
senhoras	6777	8963
soc	6776	8964
prestada	6776	8965
citados	6776	8966
pertencer	6775	8967
duelo	6774	8968
beneficiam	6771	8969
podíamos	6770	8970
vilar	6770	8971
latim	6769	8972
elevar	6767	8973
prestam	6765	8974
pôde	6764	8975
nave	6764	8976
açoriana	6763	8977
digna	6761	8978
ícone	6758	8979
realista	6757	8980
tributário	6756	8981
progressos	6755	8982
shopping	6750	8983
regulamentares	6750	8984
prolongar	6750	8985
poente	6749	8986
frágil	6749	8987
fundamentada	6748	8988
contencioso	6747	8989
dizer-se	6745	8990
datada	6745	8991
ignorância	6742	8992
veterinário	6742	8993
reflexos	6742	8994
encerrado	6741	8995
bastos	6739	8996
ouvimos	6737	8997
ã	6737	8998
desvalorização	6736	8999
entrado	6734	9000
multinacional	6734	9001
porsche	6731	9002
darem	6731	9003
extrair	6729	9004
chamas	6729	9005
repressão	6729	9006
poste	6729	9007
feriado	6728	9008
madeirense	6727	9009
suaves	6726	9010
sugerem	6722	9011
merecer	6722	9012
cadernos	6721	9013
escrevi	6721	9014
assistiu	6720	9015
exigida	6720	9016
andebol	6715	9017
buracos	6714	9018
car	6713	9019
cumplicidade	6713	9020
administrações	6712	9021
game	6712	9022
escura	6711	9023
vide	6710	9024
alcochete	6709	9025
johnson	6709	9026
artesanal	6707	9027
ofendido	6706	9028
confrontado	6705	9029
frango	6705	9030
tubos	6702	9031
acordam	6702	9032
esquecido	6702	9033
douta	6701	9034
observado	6700	9035
sumo	6700	9036
adriano	6697	9037
camião	6697	9038
empreendimentos	6696	9039
sata	6695	9040
suicídio	6694	9041
naqueles	6693	9042
vocabulário	6693	9043
duche	6691	9044
preparadas	6690	9045
circo	6688	9046
brás	6688	9047
precisos	6687	9048
andado	6686	9049
destacado	6684	9050
preconceitos	6684	9051
jack	6683	9052
abrangidas	6681	9053
arábia	6681	9054
portela	6679	9055
alegou	6679	9056
recibo	6678	9057
botas	6677	9058
pesada	6676	9059
robótica	6674	9060
barreto	6674	9061
susceptíveis	6673	9062
entrei	6671	9063
frequentam	6671	9064
fragilidade	6670	9065
aproxima	6667	9066
melhorando	6666	9067
lógico	6666	9068
exceder	6665	9069
monitores	6664	9070
exerceu	6663	9071
pensando	6663	9072
series	6663	9073
apetite	6663	9074
sorteio	6662	9075
ninguem	6661	9076
migrações	6660	9077
apurados	6659	9078
requerem	6659	9079
levanta	6657	9080
convosco	6657	9081
jean	6656	9082
ficámos	6655	9083
metais	6654	9084
caraterísticas	6652	9085
fiscalidade	6652	9086
ap	6651	9087
sagrado	6650	9088
subsequente	6650	9089
frentes	6648	9090
core	6648	9091
sito	6646	9092
autorizar	6645	9093
ps.	6644	9094
espectacular	6643	9095
narrativas	6642	9096
cálculos	6642	9097
bruta	6641	9098
apanhado	6640	9099
amante	6639	9100
disponibilizadas	6639	9101
vizinha	6638	9102
comenta	6637	9103
repor	6637	9104
etiquetas	6637	9105
secundárias	6635	9106
estipulado	6635	9107
lamentou	6635	9108
católicos	6635	9109
temático	6634	9110
manteve-se	6633	9111
experimentação	6633	9112
hoteleira	6632	9113
xbox	6631	9114
incide	6631	9115
cível	6631	9116
berço	6631	9117
comitiva	6631	9118
ópera	6630	9119
admitidos	6630	9120
apresentava	6630	9121
estatísticos	6629	9122
pertinentes	6629	9123
elvas	6629	9124
traduzir	6628	9125
mecânico	6628	9126
judiciário	6628	9127
gravado	6628	9128
douto	6627	9129
operário	6627	9130
west	6624	9131
desapareceu	6623	9132
inferno	6622	9133
caminhadas	6622	9134
estima-se	6621	9135
champions	6619	9136
cordas	6619	9137
observa	6618	9138
planetas	6618	9139
tio	6617	9140
irem	6616	9141
azeméis	6616	9142
emails	6614	9143
mandatos	6614	9144
cavaleiros	6612	9145
tony	6612	9146
casaco	6611	9147
explora	6610	9148
perfeitas	6608	9149
pontuais	6607	9150
antropologia	6607	9151
constituídos	6606	9152
atualizar	6605	9153
praças	6605	9154
consultivo	6604	9155
aferir	6604	9156
batata	6603	9157
demandante	6602	9158
veterinária	6602	9159
sofridos	6600	9160
atrações	6600	9161
otimizar	6600	9162
julgados	6599	9163
secar	6596	9164
passivos	6595	9165
resiliência	6594	9166
carnes	6592	9167
romanos	6591	9168
portão	6590	9169
instaladas	6590	9170
levará	6589	9171
ecologia	6588	9172
embate	6587	9173
levados	6587	9174
kim	6586	9175
tel.	6585	9176
automação	6583	9177
cuidadores	6583	9178
brincadeiras	6582	9179
perdendo	6582	9180
propinas	6582	9181
estômago	6580	9182
comprovada	6578	9183
poster	6578	9184
quesito	6576	9185
roménia	6575	9186
learning	6574	9187
cometer	6570	9188
tentado	6570	9189
grand	6569	9190
fantásticos	6569	9191
estimativas	6568	9192
defensor	6567	9193
secundários	6567	9194
legítima	6566	9195
we	6565	9196
incapaz	6564	9197
seguiram	6563	9198
quercus	6563	9199
culinária	6562	9200
idiomas	6562	9201
uber	6562	9202
giro	6561	9203
autenticação	6558	9204
deficiente	6555	9205
largas	6555	9206
digam	6554	9207
irregular	6552	9208
nó	6551	9209
expetativas	6551	9210
simbólico	6551	9211
tóquio	6551	9212
plantação	6549	9213
abrem	6547	9214
faltava	6547	9215
ombros	6546	9216
institute	6546	9217
crença	6544	9218
exigidos	6543	9219
fez-se	6542	9220
estruturado	6539	9221
tratar-se	6535	9222
lisboeta	6535	9223
típicas	6529	9224
xadrez	6528	9225
ultimo	6528	9226
parecido	6528	9227
dotado	6528	9228
lajes	6526	9229
monetário	6526	9230
netos	6524	9231
abono	6523	9232
alojamentos	6522	9233
curriculum	6521	9234
insere-se	6519	9235
presenças	6519	9236
colónia	6519	9237
propomos	6519	9238
aumentada	6517	9239
elétricas	6515	9240
infracção	6515	9241
hp	6515	9242
exercida	6514	9243
microfone	6514	9244
líquida	6512	9245
full	6511	9246
positivamente	6510	9247
reforçado	6508	9248
agradece	6508	9249
plástica	6506	9250
criminais	6506	9251
emocionais	6505	9252
susceptível	6504	9253
alentejana	6504	9254
vivamente	6503	9255
inter	6502	9256
abrindo	6501	9257
pecado	6500	9258
proprietária	6498	9259
informados	6497	9260
notoriedade	6495	9261
sugerir	6495	9262
renovada	6494	9263
trabalhadora	6493	9264
socialismo	6493	9265
tarifário	6492	9266
inscrever-se	6492	9267
álbuns	6492	9268
alfa	6491	9269
ortográfico	6490	9270
estabelecendo	6489	9271
estranhos	6489	9272
bolsonaro	6488	9273
password	6486	9274
chamam	6483	9275
dakar	6481	9276
saramago	6481	9277
distribuídas	6480	9278
definem	6480	9279
remonta	6479	9280
correspondendo	6478	9281
xira	6478	9282
mochila	6477	9283
recorreu	6476	9284
indeterminado	6476	9285
acolhedor	6474	9286
anunciados	6473	9287
tesouraria	6473	9288
solicitou	6470	9289
restrito	6468	9290
simbólica	6468	9291
amarela	6467	9292
dn	6467	9293
compatibilidade	6467	9294
ditas	6464	9295
pedrógão	6460	9296
decidida	6460	9297
impresso	6458	9298
mandado	6458	9299
truques	6458	9300
acompanhando	6456	9301
terrestres	6456	9302
possibilitando	6455	9303
francesas	6455	9304
repleta	6455	9305
mónica	6453	9306
íntegra	6453	9307
flexíveis	6453	9308
amplitude	6453	9309
impressora	6452	9310
contactado	6451	9311
terços	6451	9312
secador	6450	9313
milagre	6449	9314
detetar	6449	9315
pelouro	6447	9316
medeiros	6447	9317
trajeto	6446	9318
premiado	6442	9319
decorar	6442	9320
conceber	6441	9321
asseguram	6439	9322
tirou	6439	9323
preceitos	6438	9324
tipicamente	6437	9325
iniciou-se	6436	9326
incorporação	6435	9327
repertório	6432	9328
inédito	6432	9329
apontamentos	6431	9330
seleccionar	6430	9331
fascinante	6429	9332
games	6427	9333
tapete	6426	9334
preconceito	6426	9335
fascismo	6425	9336
ativamente	6424	9337
pedagógicos	6424	9338
lotação	6422	9339
fotográfico	6421	9340
menus	6421	9341
praga	6420	9342
veloso	6419	9343
inscrever	6419	9344
problemáticas	6419	9345
casada	6418	9346
conservador	6417	9347
voltei	6417	9348
service	6416	9349
belos	6414	9350
pilhas	6414	9351
bacia	6411	9352
directos	6409	9353
coimas	6407	9354
cristão	6406	9355
querendo	6404	9356
extenso	6404	9357
materna	6404	9358
condenada	6403	9359
somar	6403	9360
embarque	6401	9361
ritmos	6399	9362
pretendeu	6399	9363
apa	6399	9364
desejada	6399	9365
pediram	6396	9366
move	6395	9367
desejável	6395	9368
ligue	6392	9369
bandeiras	6391	9370
detentores	6390	9371
po	6390	9372
disse-me	6390	9373
caracterizar	6390	9374
morgado	6389	9375
solicitados	6389	9376
pr	6386	9377
apresente	6385	9378
varias	6385	9379
desvantagens	6385	9380
candidatar-se	6381	9381
conviver	6380	9382
contrariamente	6379	9383
bolonha	6379	9384
preocupada	6376	9385
vitorino	6374	9386
diversificada	6374	9387
contraditório	6374	9388
firma	6372	9389
pavimentos	6371	9390
diligência	6369	9391
mão-de-obra	6369	9392
descarregar	6368	9393
amo	6368	9394
digamos	6367	9395
inevitavelmente	6367	9396
cardeal	6366	9397
fracasso	6365	9398
estúdios	6364	9399
emblema	6364	9400
simplificado	6364	9401
interessada	6364	9402
produziu	6363	9403
tivermos	6363	9404
linguagens	6361	9405
desvantagem	6361	9406
manobras	6359	9407
espetacular	6358	9408
rústico	6358	9409
maçã	6356	9410
admitindo	6356	9411
conciliação	6356	9412
entendem	6355	9413
armário	6355	9414
previa	6355	9415
alegados	6354	9416
reduzidas	6353	9417
apoiam	6352	9418
reproduzir	6352	9419
colmatar	6352	9420
magnífica	6351	9421
consigam	6350	9422
chegámos	6350	9423
fecha	6350	9424
king	6350	9425
covid	6347	9426
vivida	6344	9427
patrão	6344	9428
suites	6342	9429
matérias-primas	6341	9430
investido	6341	9431
sacrifícios	6340	9432
roubar	6337	9433
turbo	6337	9434
anunciadas	6336	9435
juntar-se	6335	9436
túnel	6335	9437
comerciante	6335	9438
relata	6334	9439
facturas	6334	9440
quaresma	6333	9441
bate	6332	9442
populacional	6332	9443
encarregado	6331	9444
contemplar	6330	9445
discutido	6329	9446
furtado	6328	9447
sétimo	6327	9448
violenta	6325	9449
capas	6325	9450
responderam	6324	9451
ofendida	6323	9452
formulários	6323	9453
mencionada	6323	9454
avante	6323	9455
recolhidas	6322	9456
conexões	6322	9457
fornecem	6320	9458
staff	6320	9459
recessão	6319	9460
consagração	6319	9461
afetos	6319	9462
redonda	6317	9463
bastonário	6315	9464
intervalos	6315	9465
globalmente	6315	9466
idênticos	6314	9467
fundou	6313	9468
galerias	6312	9469
pretendida	6312	9470
convivência	6311	9471
your	6307	9472
efetuados	6306	9473
cheques	6305	9474
mencionadas	6305	9475
arranjos	6303	9476
ips	6303	9477
demorou	6302	9478
concertação	6302	9479
assembleia-geral	6302	9480
traseiro	6298	9481
cumprem	6297	9482
agendado	6296	9483
atingindo	6296	9484
usamos	6295	9485
criações	6295	9486
delegado	6295	9487
territoriais	6294	9488
admissível	6294	9489
mascus	6292	9490
bebe	6291	9491
sports	6291	9492
empregadora	6289	9493
jul	6289	9494
mto	6288	9495
encontrar-se	6287	9496
pioneiro	6286	9497
aguarda	6285	9498
tábua	6284	9499
assumidos	6283	9500
seia	6282	9501
etária	6281	9502
projetado	6281	9503
persistente	6280	9504
bb	6276	9505
cfd	6275	9506
promocional	6275	9507
pensionistas	6275	9508
óbitos	6274	9509
robôs	6274	9510
batalhas	6273	9511
peixoto	6272	9512
angariação	6272	9513
danças	6272	9514
cuidada	6271	9515
verso	6270	9516
confidencialidade	6270	9517
celebridades	6269	9518
off	6266	9519
e-learning	6266	9520
sorrisos	6266	9521
alvos	6265	9522
parental	6264	9523
torneios	6264	9524
reacções	6264	9525
democratas	6262	9526
smith	6261	9527
telefónica	6260	9528
óscares	6259	9529
musica	6258	9530
pressionar	6256	9531
white	6255	9532
jurisdicional	6255	9533
passageiro	6253	9534
estátua	6252	9535
sétima	6251	9536
abandonado	6250	9537
premiados	6249	9538
demonstrando	6248	9539
experiencia	6247	9540
fisco	6247	9541
camilo	6245	9542
sorrir	6244	9543
cônjuge	6242	9544
multinacionais	6241	9545
afirmado	6241	9546
ajudaram	6240	9547
amores	6239	9548
alenquer	6238	9549
cambridge	6237	9550
considerar-se	6237	9551
precioso	6235	9552
perdidos	6235	9553
phc	6231	9554
sinergias	6231	9555
perímetro	6230	9556
brasileiras	6228	9557
esmagadora	6228	9558
herdeiros	6228	9559
ditos	6227	9560
corda	6227	9561
costumo	6226	9562
jessica	6226	9563
compradores	6225	9564
aliada	6222	9565
galardão	6222	9566
bi	6221	9567
faltou	6219	9568
botelho	6218	9569
abr	6218	9570
conservar	6218	9571
prometido	6215	9572
association	6214	9573
defensiva	6212	9574
tao	6212	9575
chumbo	6212	9576
definiu	6210	9577
excecionais	6209	9578
diverso	6209	9579
electrónicos	6206	9580
ocidentais	6205	9581
apaixonada	6204	9582
chapéu	6204	9583
perdão	6204	9584
ivo	6203	9585
foro	6203	9586
marinhas	6202	9587
coordenada	6201	9588
pontas	6200	9589
ordenação	6199	9590
dá-se	6199	9591
ganharam	6199	9592
campismo	6199	9593
mina	6198	9594
corretores	6198	9595
assédio	6196	9596
colectivos	6195	9597
mandatário	6195	9598
verificados	6194	9599
diziam	6193	9600
mondego	6192	9601
subjacentes	6190	9602
optimização	6190	9603
astronomia	6189	9604
avaliada	6189	9605
ilicitude	6189	9606
estremoz	6188	9607
contradições	6188	9608
obrigatórios	6187	9609
mello	6187	9610
vanguarda	6185	9611
numerosos	6185	9612
televisiva	6184	9613
basto	6183	9614
sem-abrigo	6182	9615
lino	6181	9616
personalizar	6181	9617
agrado	6180	9618
adiantando	6178	9619
indignação	6176	9620
restituição	6176	9621
transformou	6175	9622
economista	6174	9623
batatas	6174	9624
education	6174	9625
público-alvo	6174	9626
switch	6173	9627
honorários	6173	9628
encontrarem	6166	9629
terei	6166	9630
sintam	6164	9631
calmo	6164	9632
analisadas	6164	9633
persistência	6163	9634
aconselha	6163	9635
câmbio	6160	9636
pega	6159	9637
chat	6157	9638
controla	6156	9639
rogério	6154	9640
paternidade	6153	9641
ausente	6152	9642
lindas	6151	9643
mil_milhões	6151	9644
pedi	6150	9645
divino	6149	9646
visões	6147	9647
inicia-se	6145	9648
acontecia	6143	9649
trilho	6143	9650
obrigatórias	6143	9651
provocando	6142	9652
bank	6142	9653
deu-se	6142	9654
operam	6140	9655
domiciliário	6139	9656
anunciaram	6137	9657
concordar	6134	9658
autónomos	6131	9659
artísticos	6129	9660
combinações	6127	9661
objetiva	6126	9662
invocada	6124	9663
empregadores	6123	9664
paliativos	6121	9665
fiável	6117	9666
suportado	6116	9667
lcd	6115	9668
pedaços	6114	9669
ultrapassou	6114	9670
abordado	6112	9671
conectividade	6111	9672
empregado	6110	9673
historial	6110	9674
rostos	6110	9675
descarga	6109	9676
filarmónica	6109	9677
favorecer	6108	9678
descobri	6108	9679
donativos	6106	9680
diretor-geral	6104	9681
totais	6104	9682
enganar	6104	9683
divididos	6103	9684
nulo	6103	9685
subsequentes	6102	9686
linux	6101	9687
metropolitano	6101	9688
valoriza	6099	9689
carris	6099	9690
actua	6099	9691
vasos	6097	9692
achas	6097	9693
lesado	6095	9694
retira	6094	9695
eva	6093	9696
moita	6093	9697
dali	6093	9698
carregado	6091	9699
verem	6091	9700
espada	6091	9701
infarmed	6090	9702
agradar	6090	9703
privativa	6090	9704
informais	6090	9705
fisioterapia	6088	9706
contida	6087	9707
lurdes	6086	9708
ordinária	6086	9709
consagrados	6083	9710
táxi	6081	9711
fornecida	6081	9712
gozar	6080	9713
localizadas	6078	9714
valem	6078	9715
renome	6078	9716
nasceram	6076	9717
diabo	6076	9718
armazéns	6076	9719
delicioso	6075	9720
adequadamente	6075	9721
centímetros	6075	9722
emocionante	6074	9723
ganhando	6074	9724
eterna	6073	9725
eterno	6073	9726
aquisições	6071	9727
pareça	6071	9728
agua	6069	9729
timor-leste	6068	9730
ruben	6068	9731
queijos	6066	9732
timor	6066	9733
centrado	6066	9734
sucessor	6064	9735
romântica	6064	9736
poupanças	6063	9737
mo	6062	9738
anjo	6061	9739
identidades	6061	9740
tenhas	6060	9741
vinculação	6060	9742
lage	6060	9743
aceitam	6059	9744
notório	6059	9745
cost	6057	9746
simplificação	6056	9747
adorar	6056	9748
gado	6055	9749
robot	6055	9750
transformado	6053	9751
tecnicamente	6053	9752
matou	6052	9753
excluir	6052	9754
manhãs	6051	9755
an	6051	9756
portador	6050	9757
adaptadas	6050	9758
alterou	6049	9759
france	6048	9760
hídricos	6048	9761
jantares	6048	9762
saltos	6046	9763
detectar	6045	9764
motivar	6045	9765
asae	6043	9766
fabricado	6041	9767
resende	6041	9768
cogumelos	6040	9769
looks	6040	9770
parceiras	6040	9771
min	6038	9772
mantêm-se	6038	9773
economicamente	6035	9774
historia	6034	9775
pressa	6034	9776
bloquear	6034	9777
travagem	6033	9778
url	6033	9779
contemporâneos	6033	9780
peru	6032	9781
estreou	6030	9782
evidencia	6028	9783
apurou	6027	9784
e-mails	6026	9785
cirúrgica	6026	9786
prestou	6025	9787
avalia	6024	9788
continuada	6024	9789
cooperativas	6024	9790
subidas	6023	9791
insiste	6023	9792
quotidiana	6022	9793
ilegalidade	6022	9794
enfermeira	6020	9795
escada	6019	9796
terás	6018	9797
transversais	6018	9798
coordenadores	6018	9799
visitam	6016	9800
norte-americanas	6016	9801
messi	6014	9802
desrespeito	6013	9803
castigo	6013	9804
distantes	6013	9805
planificação	6013	9806
indonésia	6012	9807
desempenham	6010	9808
